conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1596009379001946112","Fri Nov 25 08:34:40 +0000 2022","1","@Diyahsiron17 Ya itu mbak. Kan ini Piala Dunia di Qatar sedangkan di Qatar One Love/LGBT tidak diperbolehkan. Melanggar agama. Awalnya sama FIFA membuat peraturan Logo One Love / Pelangi tidak boleh memasuki Stadion. Karena melanggar hukum yg ada di negara itu","1596059783593070593","","Diyahsiron17","in","Kendal Beribadat","0","2","0","https://twitter.com/Okapetur/status/1596059783593070593","1313917274957307904","Okapetur"
"1595901323148349440","Fri Nov 25 08:11:09 +0000 2022","1","@tanyarlfes Buset dah. Begini banget aktivis LGBT GARIS KERAS. Wooooooy kaum-kaum open minded yang selelu keras menyuarakan LGBT gausah lah ngerasa paling tertindas dan terkecilkan dengan alih-alih hak asasi. Lu gak kampanye kaum pelangi di Qatar sehari Negara2 lu gabakal hilang.","1596053865560166401","","tanyarlfes","in","","0","1","0","https://twitter.com/AndhikaIrfa/status/1596053865560166401","1097441618","AndhikaIrfa"
"1596053782969733120","Fri Nov 25 08:10:49 +0000 2022","0","Qatar melunak terkait atribut pelangi boleh memasuki stadion. Kita lihat nanti malam. Pressing ketat dari yang propaganda. ","1596053782969733120","","","in","Cimahi City View","0","0","0","https://twitter.com/WawaSneijder/status/1596053782969733120","79574067","WawaSneijder"
"1595621796807868416","Fri Nov 25 08:08:06 +0000 2022","0","@Muhammad_Saewad @qatar Anis itu ganteng memang .. *Ada pelangi dibola matamu... Formula E detected https://t.co/r5QtcKNXTB","1596053096446451716","https://pbs.twimg.com/media/FiZR1AaaUAAJxGJ.jpg","Muhammad_Saewad","in","","0","0","0","https://twitter.com/Fixtech7/status/1596053096446451716","1427828754689138693","Fixtech7"
"1595787904210456578","Fri Nov 25 08:07:18 +0000 2022","0","@Larasucia @idextratime @MiguelDelaney Krena qatar sangat tidak pro dengan pelangi pelangi","1596052897573523456","","Larasucia","in","","0","1","0","https://twitter.com/andri_bayu26/status/1596052897573523456","286020176","andri_bayu26"
"1595901323148349440","Fri Nov 25 08:05:54 +0000 2022","4","@sirgalendion @bilabilalala @tanyarlfes Qatar itu tuan rumah mereka ber-hak bikin aturan apapun selagi aturan itu tak merugikan (secara jelas) kpd org2. Kaum lgbtq tak akan rugi kalau gak bawa bendera pelangi gak akan rugi kalau gak pakai atribut pelangi. Dan gak dipaksa datang ke Qatar juga.","1596052545562345472","","sirgalendion","in","Medan Baru, Indonesia","0","1","0","https://twitter.com/KennyIbu/status/1596052545562345472","1480283024084246532","KennyIbu"
"1595809200084508673","Fri Nov 25 07:58:59 +0000 2022","0","@FadhilFirdausi tapi akhirnya boleh sama Qatar bawa simbol pelangi ke stadion. lagipula tuan rumah kan sistemnya Bidding artinya bbrp negara menawarkan diei baru nanti dipilih lewat voting bukan main tunjuk aja. Ibaratnya Lu ga mau beginian? siapa suruh lu ngajuin diri jadi host? ","1596050803227496449","","FadhilFirdausi","in","Pulau Persik","0","0","0","https://twitter.com/YoppiOktavianus/status/1596050803227496449","707826188736139264","YoppiOktavianus"
"1596027387606700035","Fri Nov 25 07:55:34 +0000 2022","0","@galeri_sunnah @fallbreath @detikcom Udah terima aja kenyataan kalo kaum pelangi lebih berkuasa dr pada qatar ","1596049942510186496","","Pangeran_Lodaya","in","","0","1","0","https://twitter.com/NyamukMalam13/status/1596049942510186496","1594934138301468672","NyamukMalam13"
"1596027387606700035","Fri Nov 25 07:50:12 +0000 2022","0","@agisubagio @Mahlilahmad27 @detikcom Poweenya pelangi lebih kuat dari qatar itu faktanya.","1596048594687365120","","agisubagio","in","","0","0","0","https://twitter.com/NyamukMalam13/status/1596048594687365120","1594934138301468672","NyamukMalam13"
"1596043517947568128","Fri Nov 25 07:41:38 +0000 2022","8","@bridgeflu @tanyakanrl imo FIFA SM Qatar jdi bikin susah 2 belah pihak sih. Yg pelangi merasa didiskriminasi yg ga dukung ngerasa ga dirispek. Yg eljibiti ga peduli sm pildun diattack yg religius cuma jalanin agamanya jg diattack. dhlah mending kita makan martabak ae","1596046437745561601","","VektorTunggal","in","she/her","0","0","0","https://twitter.com/skadooshhhhhhhh/status/1596046437745561601","1132543449679269888","skadooshhhhhhhh"
"1596007064446595072","Fri Nov 25 07:31:52 +0000 2022","0","@neohistoria_id FIFA: lah yang minta jadi tuan rumah kan situ? kan lu yang nge bid? emang gue yang main nunjuk. lu ga suka? fine lain kali gue juga ogah nunjuk timur tengah jadi host lagi Gimana? Qatar: ..... *kicep* akhirnya dibolehin juga tuh. bendera pelangi","1596043979883450368","","neohistoria_id","in","Pulau Persik","0","0","0","https://twitter.com/YoppiOktavianus/status/1596043979883450368","707826188736139264","YoppiOktavianus"
"1596041599695589381","Fri Nov 25 07:22:25 +0000 2022","1","Saya mendukung pelarangan atribut pelangi di piala dunia Qatar tapi hari ini saya membaca berita bahwa FIFA telah mengizinkan atribut L6b7 dikenakan setelah FIFA mendapat tekanan dari negara2 Barat. Mana sih yang namanya respect? Mana sih yang namanya toleransi?","1596041599695589381","","","in","","0","1","0","https://twitter.com/sayyidah_nisa/status/1596041599695589381","309681773","sayyidah_nisa"
"1596040973716705280","Fri Nov 25 07:19:55 +0000 2022","0","Si ngaku paling toleransi tapi gabisa toleransi dirumah orang hilih kaum pelangi. Semoga pemerintah Qatar tetap tegas dan tegak pada aturannya Oiya yang diterima itu perbedaan.. Bukan penyimpangan ygy.","1596040973716705280","","","in","Tangerang, Banten","0","0","0","https://twitter.com/Maknalawas/status/1596040973716705280","1319004317475500034","Maknalawas"
"1596025555622584321","Fri Nov 25 07:17:15 +0000 2022","347","@convomfs as a gay myself jujur agenda mereka emang ga ada gunanya. nuntut Qatar buat melegalkan atribut pelangi emang terlalu berlebihan dan ga masuk akal. termasuk lgbtq+ yang koar-koar di qatar shut the fuck up. kalian ga make atribut pelangi selama 28 hari aja kok ga bakalan mati.","1596040302074408961","","convomfs","in","Ijbolistan, Idgaf District","1","2","22","https://twitter.com/pes00gihan/status/1596040302074408961","1189386292603183105","pes00gihan"
"1596040067838922752","Fri Nov 25 07:16:21 +0000 2022","1","Sebelumnya tuan rumah Qatar menentang keras promosi LGBT selama turnamen berlangsung. Namun Qatar selaku tuan rumah menolak keras LGBT selama turnamen Piala Dunia berlangsung. FIFA akhirnya membuat aturan untuk tidak menggunakan atribut pelangi.","1596040075783024640","","inilahdotcom","in","","0","1","0","https://twitter.com/inilahdotcom/status/1596040075783024640","46693036","inilahdotcom"
"1596039410965188610","Fri Nov 25 07:13:43 +0000 2022","1","Penyanyi Raisa Mendadak 'Ngehalu' Ngarep Jungkook BTS Dengar Suara Merdunya di 'Visit Qatar' Keramat 2 #ArigatoIndonesia Anya LGBT Oyeon Gitasav3 3 Jt Jeddah Oreo Selamatkan Remaja Islam Ban Lengan Pelangi One Love #WorldcupQatar2022 #Qatar2022 https://t.co/SA4anhjH2G","1596039410965188610","","","in","Central Java, Indonesia","0","0","0","https://twitter.com/sofi_hwajiyong/status/1596039410965188610","893289973369249793","sofi_hwajiyong"
"1596038747745050624","Fri Nov 25 07:11:05 +0000 2022","1","Hasil Piala Dunia 2022 Qatar: Tiang Gawang Korea Selatan Gagalkan Kemenangan Uruguay #WorldcupQatar2022 #Qatar2022 Keramat 2 #ArigatoIndonesia Anya LGBT Oyeon Gitasav3 3 Jt Jeddah Oreo Selamatkan Remaja Islam Ban Lengan Pelangi One Love #URU https://t.co/eLwcExPqGH","1596038747745050624","","","in","Central Java, Indonesia","0","0","0","https://twitter.com/sofi_hwajiyong/status/1596038747745050624","893289973369249793","sofi_hwajiyong"
